id,search_term,dismissed_at,created_at
f0d1d8d0-1e2e-4f30-9718-acfbd1bdc560,Colress Team Plasma 135 Full Art 135/135 Plasma Storm holo,2025-10-30 12:54:41.903+00,2025-10-30 12:54:41.214238+00
f0d8b003-37da-44f9-bdcc-dc3a49e05cbb,Gengar 16 16/99 Arceus reverse holo,2025-10-30 12:58:29.512+00,2025-10-30 12:58:28.919348+00
f12ac610-a484-459b-bfad-3fcdbdf2f5e4,Dark Dragonite 15/109 Team Rocket Returns reverse holo,2025-10-31 11:49:36.092+00,2025-10-31 11:49:36.10514+00
f1f2c7ac-061a-4bfe-8cbc-544b61cb5eee,"Lugia EX 94 Full Art ""94/98"" Ancient Origins holo",2025-12-12 04:24:29.698+00,2025-12-12 04:24:28.947861+00
f284a235-430f-4b80-b24a-bbfd9300f621,Raichu Prime 83/90 Undaunted holo,2025-10-30 13:01:04.198+00,2025-10-30 13:01:03.685117+00
f44abb6b-188f-4c05-a00c-4f593c755b38,Regigigas  Diamond and Pearl Promos DP40 holo,2025-10-29 13:02:23.905+00,2025-10-29 13:02:25.087085+00
f469dffd-2211-4003-932b-03971a2fc8e7,Jolteon  Black and White Promos BW91 holo,2025-10-31 13:20:26.57+00,2025-10-31 13:20:26.317054+00
f5032ae1-7103-48dd-b3a5-1e9991cf7000,"Hitmonchan ex ""98/109"" Ruby and Sapphire holo",2025-12-07 03:18:24.384+00,2025-12-07 03:18:24.584876+00
f52e2624-6dfb-4836-8d73-cd879ebd2f5c,Pikachu W Stamped 60/64 WoTC Promo,2025-10-31 03:18:01.577+00,2025-10-31 03:18:02.173715+00
f685e6cf-3946-49b8-abc6-94021b6e0974,"Swampert ""11/106"" Emerald holo",2026-02-27 19:04:43.631+00,2026-02-27 19:04:36.751362+00
f6dd1e1e-0789-4fbc-9547-694c64993030,Team Rocket's Articuno Destined Rivals Stamp,2025-10-31 02:28:43.654+00,2025-10-31 02:28:44.279721+00
f6f82085-8fe9-4a15-a8fd-bed3ac021649,Entei  HGSS Promos HGSS20 holo,2025-10-31 01:47:14.477+00,2025-10-31 01:47:15.926723+00
f7a10469-2711-435f-97d0-0c587394bb7e,"Rattata ""128/165"" Expedition reverse holo",2026-03-10 16:08:37.052+00,2026-03-10 16:08:36.444909+00
f86ec968-0527-48da-a9f6-096b16816304,Champions Festival World Championships 2019 Staff SM Promos SM231,2025-11-21 19:47:03.561+00,2025-11-21 19:47:02.950117+00
f88480e7-9763-492d-9515-1ec71f7db31a,"Pikachu ""70/100"" Stormfront reverse holo",2025-12-06 00:39:39.534+00,2025-12-06 00:39:36.281919+00
f8e510af-b094-462b-8620-2021c2304baf,Team Magma's Groudon 9/95 Team Magma vs Team Aqua reverse holo,2025-10-31 13:14:50.905+00,2025-10-31 13:14:50.580404+00
f993c920-ddc9-4780-8d23-221127abb049,Ursaring 18/115 Unseen Forces reverse holo,2025-10-31 13:01:05.286+00,2025-10-31 13:01:05.199451+00
f9be7a59-cdc3-46a7-aa5d-d76d00541d1f,"Vaporeon ex ""110/113"" Delta Species holo",2026-02-05 17:43:12.397+00,2026-02-05 17:43:12.091273+00
fa53503b-92bc-4dc6-becc-459f3d9a28a0,Decidueye GX Secret 146/145 Guardians Rising holo,2025-10-31 13:05:22.314+00,2025-10-31 13:05:22.018096+00
fa728b3a-5368-42ca-8080-7596fa2b8d08,Ditto 64/113 Squirtle 064/113 Delta Species reverse holo,2025-10-31 11:55:40.829+00,2025-10-31 11:55:40.678163+00
fa9de1ff-1174-4c13-878d-6390b9e52baa,Espeon Delta Species 4/113 Delta Species reverse holo,2025-10-29 02:53:40.129+00,2025-10-29 02:53:40.583304+00
fc1b3214-8540-40ac-b61f-80878315ab9a,"Eevee & Snorlax GX Full Art ""171/181"" Team Up holo",2026-03-10 00:47:19.748+00,2026-03-10 00:47:15.237209+00
fc21c51d-9957-45a4-bc7b-09bc88f063eb,Salamence ex Delta Species 98/101 Dragon Frontiers holo,2025-10-31 13:05:19.535+00,2025-10-31 13:05:19.302703+00
fc729469-a14f-4c81-a996-6e3d33c7eb69,Aerodactyl Prerelease,2026-03-10 15:29:32.684+00,2026-03-10 15:29:32.197268+00
fd48fc49-1f07-4d9e-81b7-9a67a34a6f2a,Darkrai LV.X 104/106 Great Encounters holo,2025-10-31 11:59:50.855+00,2025-10-31 11:59:50.646985+00
fdbbe6eb-1e62-4e07-b8d0-9a6552361715,"Dark Crobat ""3/109"" Team Rocket Returns reverse holo",2026-02-05 23:16:45.501+00,2026-02-05 23:16:45.482141+00
fdc26d74-0579-4a64-8cd1-9abbef3022f5,Inteleon VMAX 079/264 Prize Pack Series Cards holo,2025-10-30 13:09:15.08+00,2025-10-30 13:09:14.546272+00
fdc8cfb2-7ba8-4c29-b02a-b8416dfdd406,Meganium Prime 109/123 HeartGold SoulSilver holo,2025-10-31 02:36:44.956+00,2025-10-31 02:36:45.542726+00
fdcebc97-0289-4d7b-bb43-1aa234ba4005,Houndoom 5/90 Undaunted reverse holo,2025-10-29 13:46:44.535+00,2025-10-29 13:46:45.706786+00
fddd16d3-3817-4871-8339-365a31d68c8e,Spheal 74/101 Hidden Legends reverse holo,2025-10-30 15:33:22.956+00,2025-10-30 15:33:22.323329+00
fddd48c6-4bc8-486b-b23c-1fe69d7304c7,Xerneas GX Secret 139/131 Forbidden Light holo,2025-10-31 11:58:21.539+00,2025-10-31 11:58:21.61247+00
fe60e9b8-df9e-418b-8220-7e8cf9883c6a,Entei EX 13/108 Dark Explorers holo,2025-10-31 12:49:25.723+00,2025-10-31 12:49:25.61733+00
fe9b1961-20cc-44a6-8428-63914a2c4aa6,Absol 1/97 Dragon reverse holo,2025-11-23 05:23:16.929+00,2025-11-23 05:23:15.907465+00
ff846954-1619-4852-8f18-ba6b4dd8e326,Torchic 69/106 Emerald reverse holo,2025-11-16 05:14:34.332+00,2025-11-16 05:14:34.516326+00
