search_term,item_id,title,auction_price,buy_it_now_price,shipping_cost,time_remaining,url,card_condition,tcg_product_id,tcg_url,subTypeName,lowPrice,midPrice,marketPrice,buy_it_now_total,auction_total,roi
unopened Pokemon Poke Ball Tin Repeat Ball Miscellaneous Cards & Products,v1|298154096219|0,Pokemon Poke Ball Tin Lot Of 12  EMPTY NO PACKS,4.25,,9.99,1d 18h 6m,https://www.ebay.com/itm/298154096219?_skw=unopened+Pokemon+Poke+Ball+Tin+Repeat+Ball+Miscellaneous+Cards+%26+Products&hash=item456b5e765b:g:x1wAAeSwtnBpwaW0,,668648,https://www.tcgplayer.com/product/668648/pokemon-miscellaneous-cards-and-products-pokemon-poke-ball-tin-repeat-ball,Normal,19.5,27.95,27.3,,14.24,
unopened Reshiram & Archaludon ex Box Set of 2 Miscellaneous Cards & Products,v1|397727759652|0,Pokémon TCG: Reshiram Ex & Archaludon Ex Box Sealed,27.0,,9.33,0d 18h 39m,https://www.ebay.com/itm/397727759652?_skw=unopened+Reshiram+%26+Archaludon+ex+Box+Set+of+2+Miscellaneous+Cards+%26+Products&hash=item5c9a6bfd24:g:AVUAAeSwvxZpucSU,,670267,https://www.tcgplayer.com/product/670267/pokemon-miscellaneous-cards-and-products-reshiram-and-archaludon-ex-box-set-of-2,Normal,47.75,62.98,48.56,,36.33,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|227266238256|0,Pokémon Charizard/Mega Charizard X & Y Tin Set Lot of 2 New & Sealed,62.0,,7.82,0d 0h 50m,https://www.ebay.com/itm/227266238256?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item34ea1f9730:g:UjsAAeSwo41pvixt,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,69.82,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|318049364029|0,Pokemon TCG Mega Charizard X & Y Mega Evolution Tin Set - 2 Tins -New & Sealed,59.5,,9.2,1d 23h 20m,https://www.ebay.com/itm/318049364029?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item4a0d38283d:g:~jgAAeSwyKBpwaiB,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,68.7,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|277808058601|0,(4) Pokemon TCG Mega Charizard X EX Tin Lot X4 FACTORY SEALED Brand New,86.0,,12.95,0d 21h 26m,https://www.ebay.com/itm/277808058601?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item40aea690e9:g:pNwAAeSwSFlpt9PY,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,98.95,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|257421499506|0,Mega Charizard X and Y Tins Sealed Set of 2 Plus Pokemon Day 2026 Collection,62.0,,10.0,1d 21h 20m,https://www.ebay.com/itm/257421499506?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item3bef845c72:g:3a0AAeSw-EhpwaW8,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,72.0,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|257416568151|0,Pokemon Mega Charizard -Set of 2- Tins - New - Unopened ,69.99,,6.83,0d 11h 29m,https://www.ebay.com/itm/257416568151?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item3bef391d57:g:znQAAeSwbKlpvVQG,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,76.82,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|336486611463|0,Pokémon Mega Charizard Tin 2023 Foil Promo Card 4 Booster Packs English,29.99,44.99,6.08,0d 10h 51m,https://www.ebay.com/itm/336486611463?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item4e582a3a07:g:5skAAeSwR1hpm1li,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,51.07,36.07,2.08278955954323
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|177983959270|0,Mega Charizard Tin (Mega Charizard X) Pokemon Trading Card | Brand New / Sealed,47.99,,7.46,0d 21h 32m,https://www.ebay.com/itm/177983959270?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item2970abb0e6:g:GPAAAeSwMDtpmQT6,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,55.45,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|157772480280|0,4 Pokemon Trading Card Games Mega Charizard Tin,140.0,,12.07,0d 17h 34m,https://www.ebay.com/itm/157772480280?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item24bbf8ff18:g:ABcAAeSwfyxpvaV9,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,,152.07,
unopened Mega Charizard Tin Mega Charizard Y Miscellaneous Cards & Products,v1|318040792371|0, Mega Charizard Ex Tins  (FACTORY SEALED) ,20.0,55.0,1.0,1d 22h 36m,https://www.ebay.com/itm/318040792371?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+Y+Miscellaneous+Cards+%26+Products&hash=item4a0cb55d33:g:lfAAAeSwu15pmNxv,,671249,https://www.tcgplayer.com/product/671249/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-y,Normal,24.52,36.5,32.57,56.0,21.0,2.2838499184339316
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|227266238256|0,Pokémon Charizard/Mega Charizard X & Y Tin Set Lot of 2 New & Sealed,62.0,,7.82,0d 0h 50m,https://www.ebay.com/itm/227266238256?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item34ea1f9730:g:UjsAAeSwo41pvixt,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,69.82,
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|318049364029|0,Pokemon TCG Mega Charizard X & Y Mega Evolution Tin Set - 2 Tins -New & Sealed,59.5,,9.2,1d 23h 20m,https://www.ebay.com/itm/318049364029?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item4a0d38283d:g:~jgAAeSwyKBpwaiB,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,68.7,
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|277808058601|0,(4) Pokemon TCG Mega Charizard X EX Tin Lot X4 FACTORY SEALED Brand New,86.0,,12.95,0d 21h 26m,https://www.ebay.com/itm/277808058601?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item40aea690e9:g:pNwAAeSwSFlpt9PY,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,98.95,
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|257421499506|0,Mega Charizard X and Y Tins Sealed Set of 2 Plus Pokemon Day 2026 Collection,62.0,,10.0,1d 21h 20m,https://www.ebay.com/itm/257421499506?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item3bef845c72:g:3a0AAeSw-EhpwaW8,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,72.0,
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|257416568151|0,Pokemon Mega Charizard -Set of 2- Tins - New - Unopened ,69.99,,6.83,0d 11h 28m,https://www.ebay.com/itm/257416568151?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item3bef391d57:g:znQAAeSwbKlpvVQG,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,76.82,
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|336486611463|0,Pokémon Mega Charizard Tin 2023 Foil Promo Card 4 Booster Packs English,29.99,44.99,6.08,0d 10h 51m,https://www.ebay.com/itm/336486611463?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item4e582a3a07:g:5skAAeSwR1hpm1li,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,51.07,36.07,1.7023333333333333
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|177983959270|0,Mega Charizard Tin (Mega Charizard X) Pokemon Trading Card | Brand New / Sealed,47.99,,7.46,0d 21h 32m,https://www.ebay.com/itm/177983959270?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item2970abb0e6:g:GPAAAeSwMDtpmQT6,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,55.45,
unopened Mega Charizard Tin Mega Charizard X Miscellaneous Cards & Products,v1|157772480280|0,4 Pokemon Trading Card Games Mega Charizard Tin,140.0,,12.07,0d 17h 34m,https://www.ebay.com/itm/157772480280?_skw=unopened+Mega+Charizard+Tin+Mega+Charizard+X+Miscellaneous+Cards+%26+Products&hash=item24bbf8ff18:g:ABcAAeSwfyxpvaV9,,671250,https://www.tcgplayer.com/product/671250/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-mega-charizard-x,Normal,30.0,38.99,35.68,,152.07,
unopened Mega Charizard Tin Case Miscellaneous Cards & Products,v1|257416568151|0,Pokemon Mega Charizard -Set of 2- Tins - New - Unopened ,69.99,,6.83,0d 11h 28m,https://www.ebay.com/itm/257416568151?_skw=unopened+Mega+Charizard+Tin+Case+Miscellaneous+Cards+%26+Products&hash=item3bef391d57:g:znQAAeSwbKlpvVQG,,679554,https://www.tcgplayer.com/product/679554/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-case,Normal,182.96,199.99,184.04,,76.82,
unopened Mega Charizard Tin Case Miscellaneous Cards & Products,v1|157772480280|0,4 Pokemon Trading Card Games Mega Charizard Tin,140.0,,12.07,0d 17h 34m,https://www.ebay.com/itm/157772480280?_skw=unopened+Mega+Charizard+Tin+Case+Miscellaneous+Cards+%26+Products&hash=item24bbf8ff18:g:ABcAAeSwfyxpvaV9,,679554,https://www.tcgplayer.com/product/679554/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-case,Normal,182.96,199.99,184.04,,152.07,
unopened Mega Charizard Tin Case Miscellaneous Cards & Products,v1|377050159136|0,Pokémon Mega Charizard Y Charizard Metal Tin Trading Card Game Storage Case 2023,55.0,,8.46,0d 16h 55m,https://www.ebay.com/itm/377050159136?_skw=unopened+Mega+Charizard+Tin+Case+Miscellaneous+Cards+%26+Products&hash=item57c9f0d820:g:1g8AAeSwS2dpof86,,679554,https://www.tcgplayer.com/product/679554/pokemon-miscellaneous-cards-and-products-mega-charizard-tin-case,Normal,182.96,199.99,184.04,,63.46,
"Zinnia Full Art ""70/70"" Dragon Majesty holo",v1|147216163277|0,Zinnia (Full Art) 70/70 Dragon Majesty Holo,28.0,,1.2,1d 13h 30m,https://www.ebay.com/itm/147216163277?_skw=Zinnia+Full+Art+%2270%2F70%22+Dragon+Majesty+holo&hash=item2246c461cd:g:pPQAAeSw8rRpvsHd,,175500,https://www.tcgplayer.com/product/175500/pokemon-dragon-majesty-zinnia-full-art,Holofoil,51.15,60.57,60.14,,29.2,
"Scizor GX Full Art ""158/168"" Celestial Storm holo",v1|147216654320|0,Scizor GX (Full Art) 158/168 Sm-Celestial Storm Holo,26.0,55.0,1.2,1d 20h 25m,https://www.ebay.com/itm/147216654320?_skw=Scizor+GX+Full+Art+%22158%2F168%22+Celestial+Storm+holo&hash=item2246cbdff0:g:hH8AAeSw5m5pvyN5,,170913,https://www.tcgplayer.com/product/170913/pokemon-sm-celestial-storm-scizor-gx-full-art,Holofoil,23.25,30.35,30.69,56.2,27.2,2.417204301075269
"Steven's Resolve Full Art ""165/168"" Celestial Storm holo",v1|147216127898|0,Steven's Resolve (Full Art) 165/168 Sm-Celestial Storm Holo,29.0,42.0,1.2,1d 13h 5m,https://www.ebay.com/itm/147216127898?_skw=Steven%27s+Resolve+Full+Art+%22165%2F168%22+Celestial+Storm+holo&hash=item2246c3d79a:g:aKYAAeSw3nppvrwv,,171017,https://www.tcgplayer.com/product/171017/pokemon-sm-celestial-storm-stevens-resolve-full-art,Holofoil,47.74,54.0,50.26,43.2,30.2,0.9049015500628405
"Tate & Liza Full Art ""166/168"" Celestial Storm holo",v1|147214592879|0,Tate & Liza (Full Art) 166/168 Sm-Celestial Storm Holo,18.0,,1.2,0d 15h 23m,https://www.ebay.com/itm/147214592879?_skw=Tate+%26+Liza+Full+Art+%22166%2F168%22+Celestial+Storm+holo&hash=item2246ac6b6f:g:H3gAAeSw9H9pvYm6,,171018,https://www.tcgplayer.com/product/171018/pokemon-sm-celestial-storm-tate-and-liza-full-art,Holofoil,33.99,39.94,40.22,,19.2,
"TV Reporter Full Art ""167/168"" Celestial Storm holo",v1|147214599120|0,TV Reporter (Full Art) 167/168 Sm-Celestial Storm Holo,36.0,49.0,1.2,0d 15h 31m,https://www.ebay.com/itm/147214599120?_skw=TV+Reporter+Full+Art+%22167%2F168%22+Celestial+Storm+holo&hash=item2246ac83d0:g:cvAAAeSwSoJpvYyc,,171019,https://www.tcgplayer.com/product/171019/pokemon-sm-celestial-storm-tv-reporter-full-art,Holofoil,52.99,56.15,55.39,50.2,37.2,0.9473485563313833
"Underground Expedition Full Art ""168/168"" Celestial Storm holo",v1|147216669701|0,Underground Expedition (Full Art) 168/168 Sm-Celestial Storm Holo,16.0,33.0,1.2,1d 20h 37m,https://www.ebay.com/itm/147216669701?_skw=Underground+Expedition+Full+Art+%22168%2F168%22+Celestial+Storm+holo&hash=item2246cc1c05:g:MMQAAeSwwThpvyaJ,,171020,https://www.tcgplayer.com/product/171020/pokemon-sm-celestial-storm-underground-expedition-full-art,Holofoil,32.92,36.83,35.99,34.2,17.2,1.0388821385176186
"Xerneas GX Full Art ""126/131"" Forbidden Light holo",v1|147216697425|0,Xerneas GX (Full Art) 126/131 Sm-Forbidden Light Holo NM,12.0,26.0,1.2,1d 21h 10m,https://www.ebay.com/itm/147216697425?_skw=Xerneas+GX+Full+Art+%22126%2F131%22+Forbidden+Light+holo&hash=item2246cc8851:g:2tcAAeSwn35pvy4x,,165749,https://www.tcgplayer.com/product/165749/pokemon-sm-forbidden-light-xerneas-gx-full-art,Holofoil,20.99,25.0,22.65,27.2,13.2,1.2958551691281563
"Diantha Full Art ""130/131"" Forbidden Light holo",v1|298144862819|0,Diantha (Full Art) 130/131 Sm-Forbidden Light Holo Pokemon Card,32.0,46.0,5.52,0d 18h 19m,https://www.ebay.com/itm/298144862819?_skw=Diantha+Full+Art+%22130%2F131%22+Forbidden+Light+holo&hash=item456ad19263:g:TcsAAeSwDwJpq0yc,,165769,https://www.tcgplayer.com/product/165769/pokemon-sm-forbidden-light-diantha-full-art,Holofoil,30.0,42.99,39.89,51.519999999999996,37.519999999999996,1.7173333333333332
"Volkner Full Art ""156/156"" Ultra Prism holo",v1|366289224605|0,Pokemon TCG Volkner 156/156 Full Art Trainer Ultra Rare Prism Holo Near Mint,7.5,,3.95,0d 0h 20m,https://www.ebay.com/itm/366289224605?_skw=Volkner+Full+Art+%22156%2F156%22+Ultra+Prism+holo&hash=item55488a039d:g:U~UAAeSwm75pvDqq,,157772,https://www.tcgplayer.com/product/157772/pokemon-sm-ultra-prism-volkner-full-art,Holofoil,30.0,35.05,32.17,,11.45,
"Palkia GX Secret Rare ""165/156"" Ultra Prism holo",v1|366289265254|0,Pokemon TCG Palkia Gx 165/156 Secret Rare Ultra Prism Holo Sun & Moon Near Mint,21.5,,3.95,0d 0h 20m,https://www.ebay.com/itm/366289265254?_skw=Palkia+GX+Secret+Rare+%22165%2F156%22+Ultra+Prism+holo&hash=item55488aa266:g:u2EAAeSwx6FpvEBL,,157781,https://www.tcgplayer.com/product/157781/pokemon-sm-ultra-prism-palkia-gx-secret-rare,Holofoil,36.5,44.49,45.4,,25.45,
"Gyarados GX Full Art ""101/111"" Crimson Invasion holo",v1|406789726618|0,Pokémon Gyarados GX (Full Art) 101/111 Sm-Crimson Invasion Ultra Rare Holo,15.0,,5.07,1d 20h 14m,https://www.ebay.com/itm/406789726618?_skw=Gyarados+GX+Full+Art+%22101%2F111%22+Crimson+Invasion+holo&hash=item5eb68ea19a:g:pigAAeSw6qlpo38F,,149126,https://www.tcgplayer.com/product/149126/pokemon-sm-crimson-invasion-gyarados-gx-full-art,Holofoil,18.94,26.69,23.3,,20.07,
"Lusamine Full Art ""110/111"" Crimson Invasion holo",v1|406788612349|0,Pokémon TCG Lusamine Crimson Invasion Holo Full Art Ultra Rare Card 110/111,5.5,,5.07,1d 9h 36m,https://www.ebay.com/itm/406788612349?_skw=Lusamine+Full+Art+%22110%2F111%22+Crimson+Invasion+holo&hash=item5eb67da0fd:g:bBgAAeSwO4lpvovO,,149143,https://www.tcgplayer.com/product/149143/pokemon-sm-crimson-invasion-lusamine-full-art,Holofoil,29.71,39.71,39.72,,10.57,
"Mewtwo GX Secret Shining ""78/73"" Shining Legends holo",v1|358359921372|0,Pokémon Mewtwo GX Shining Legends 78/73 Shiny Holo Rare Full Art Secret Card,455.0,,10.46,1d 22h 39m,https://www.ebay.com/itm/358359921372?_skw=Mewtwo+GX+Secret+Shining+%2278%2F73%22+Shining+Legends+holo&hash=item536fea72dc:g:qUYAAeSw17hpv0Li,,146698,https://www.tcgplayer.com/product/146698/pokemon-shining-legends-mewtwo-gx-secret-shining,Holofoil,445.0,573.48,540.39,,465.46,
"Shining Mew ""40/73"" Shining Legends holo",v1|147216488193|0,2017 Pokemon SHINING MEW Legends HOLO RARE Sun & Moon SHINY Set Card 40/73 NM,14.84,,36.2,1d 18h 4m,https://www.ebay.com/itm/147216488193?_skw=Shining+Mew+%2240%2F73%22+Shining+Legends+holo&hash=item2246c95701:g:j-QAAeSwV2FpvwKu,,146699,https://www.tcgplayer.com/product/146699/pokemon-shining-legends-shining-mew,Holofoil,75.8,103.64,101.44,,51.040000000000006,
"Shining Rayquaza ""56/73"" Shining Legends holo",v1|147216465803|0,NM Shining Rayquaza Holo Rare 56/73 Pokemon SM Shining Legends English Mint,25.34,,54.3,1d 17h 36m,https://www.ebay.com/itm/147216465803?_skw=Shining+Rayquaza+%2256%2F73%22+Shining+Legends+holo&hash=item2246c8ff8b:g:bhYAAeSwOp1pvvrK,,146719,https://www.tcgplayer.com/product/146719/pokemon-shining-legends-shining-rayquaza,Holofoil,63.57,89.99,77.35,,79.64,
"Shining Rayquaza ""56/73"" Shining Legends holo",v1|318044911537|0,Pokémon TCG Shining Rayquaza Holo Rare Card Shining Legends 56/73,60.0,125.0,5.0,0d 20h 7m,https://www.ebay.com/itm/318044911537?_skw=Shining+Rayquaza+%2256%2F73%22+Shining+Legends+holo&hash=item4a0cf437b1:g:q2gAAeSwP9hpmPHs,,146719,https://www.tcgplayer.com/product/146719/pokemon-shining-legends-shining-rayquaza,Holofoil,63.57,89.99,77.35,130.0,65.0,2.044989775051125
"Shining Rayquaza ""56/73"" Shining Legends holo",v1|147216442120|0,NM Shining Rayquaza Holo Rare 56/73 Pokemon SM Shining Legends English Mint,36.2,,61.55,1d 17h 23m,https://www.ebay.com/itm/147216442120?_skw=Shining+Rayquaza+%2256%2F73%22+Shining+Legends+holo&hash=item2246c8a308:g:WBQAAeSw1gJpvvjX,,146719,https://www.tcgplayer.com/product/146719/pokemon-shining-legends-shining-rayquaza,Holofoil,63.57,89.99,77.35,,97.75,
"Shining Arceus ""57/73"" Shining Legends holo",v1|147213870042|0,Shining Arceus 57/73 Shining Legends Holo,19.99,,5.0,0d 4h 4m,https://www.ebay.com/itm/147213870042?_skw=Shining+Arceus+%2257%2F73%22+Shining+Legends+holo&hash=item2246a163da:g:aeQAAeSwzNJpqoWD,,146720,https://www.tcgplayer.com/product/146720/pokemon-shining-legends-shining-arceus,Holofoil,18.0,24.4,22.56,,24.99,
"Shining Arceus ""57/73"" Shining Legends holo",v1|397751165685|0,Shining Arceus 57/73 Shining Legends Holo,15.0,,5.0,1d 11h 26m,https://www.ebay.com/itm/397751165685?_skw=Shining+Arceus+%2257%2F73%22+Shining+Legends+holo&hash=item5c9bd122f5:g:cDQAAeSwCnlpwUin,,146720,https://www.tcgplayer.com/product/146720/pokemon-shining-legends-shining-arceus,Holofoil,18.0,24.4,22.56,,20.0,
"Shining Arceus ""57/73"" Shining Legends holo",v1|389767687386|0,Pokémon Shining Arceus Shiny Holo Rare Shining Legends Card 57/73,1000.0,,5.2,1d 20h 12m,https://www.ebay.com/itm/389767687386?_skw=Shining+Arceus+%2257%2F73%22+Shining+Legends+holo&hash=item5abff6ecda:g:Lz0AAeSwXMRpk6mt,,146720,https://www.tcgplayer.com/product/146720/pokemon-shining-legends-shining-arceus,Holofoil,18.0,24.4,22.56,,1005.2,
"Charizard GX Secret ""150/147"" Burning Shadows holo",v1|397741720648|0,Pokémon TCG Charizard GX Holo Card Burning Shadows 150/147 Secret Rare,200.0,355.0,4.85,1d 2h 23m,https://www.ebay.com/itm/397741720648?_skw=Charizard+GX+Secret+%22150%2F147%22+Burning+Shadows+holo&hash=item5c9b410448:g:IY4AAeSwmNpptOk3,,138497,https://www.tcgplayer.com/product/138497/pokemon-sm-burning-shadows-charizard-gx-secret,Holofoil,339.99,491.07,487.17,359.85,204.85,1.0584134827494927
"Wicke Full Art ""147/147"" Burning Shadows holo",v1|318040013453|0,Pokémon TCG Wicke Burning Shadows Holo Full Art Ultra Rare SM03 147/147,15.08,,4.85,1d 18h 9m,https://www.ebay.com/itm/318040013453?_skw=Wicke+Full+Art+%22147%2F147%22+Burning+Shadows+holo&hash=item4a0ca97a8d:g:WPYAAeSw6QBpvwQU,,138620,https://www.tcgplayer.com/product/138620/pokemon-sm-burning-shadows-wicke-full-art,Holofoil,32.99,50.0,51.54,,19.93,
Yveltal EX Alternate Art Promos XY150a holo,v1|358359002221|0,Yveltal EX (144 Full Art) 144/146 XY Holo,86.0,,8.0,1d 15h 53m,https://www.ebay.com/itm/358359002221?_skw=Yveltal+EX+Alternate+Art+Promos+XY150a+holo&hash=item536fdc6c6d:g:n~0AAeSwJNBprJXq,,148352,https://www.tcgplayer.com/product/148352/pokemon-alternate-art-promos-yveltal-ex-xy150a,Holofoil,140.36,159.99,173.4,,94.0,
"Incineroar GX Secret ""147/145"" Guardians Rising holo",v1|137154749791|0,Incineroar GX (Secret) 147/145 Sm-Guardians Rising Holo,10.0,,1.32,1d 18h 3m,https://www.ebay.com/itm/137154749791?_skw=Incineroar+GX+Secret+%22147%2F145%22+Guardians+Rising+holo&hash=item1fef0f655f:g:f60AAeSwrA1psxs1,,131055,https://www.tcgplayer.com/product/131055/pokemon-sm-guardians-rising-incineroar-gx-secret,Holofoil,18.88,26.91,26.19,,11.32,
"Umbreon GX Secret ""154/149"" SM Base Set holo",v1|177979556255|0,Pokémon TCG Umbreon GX 154/149 SM Base Set Secret Rare Full Art Holo 200HP,61.0,,5.52,1d 14h 1m,https://www.ebay.com/itm/177979556255?_skw=Umbreon+GX+Secret+%22154%2F149%22+SM+Base+Set+holo&hash=item297068819f:g:HBsAAeSwm7Jpvsn7,,127193,https://www.tcgplayer.com/product/127193/pokemon-sm-base-set-umbreon-gx-secret,Holofoil,60.74,109.7,109.45,,66.52,
Umbreon GX SM Promos SM36 holo,v1|377050099837|0,Pokemon TCG Umbreon GX SM36 Ultra Black Star Promo Full Art Holo ERROR MISCUT,48.0,,0.0,0d 16h 22m,https://www.ebay.com/itm/377050099837?_skw=Umbreon+GX+SM+Promos+SM36+holo&hash=item57c9eff07d:g:cbQAAeSwrmFpvZkN,,137526,https://www.tcgplayer.com/product/137526/pokemon-sm-promos-umbreon-gx-sm36,Holofoil,28.0,42.44,40.86,,48.0,
Zygarde Prerelease Staff SM Promos SM48 holo,v1|168252235759|0,Zygarde SM48 Promo SM Promos Staff Stamped Pokémon Card,20.0,,0.0,1d 19h 1m,https://www.ebay.com/itm/168252235759?_skw=Zygarde+Prerelease+Staff+SM+Promos+SM48+holo&hash=item272c9d5fef:g:fQAAAeSwBfVpvxAQ,,139092,https://www.tcgplayer.com/product/139092/pokemon-sm-promos-zygarde-sm48-prerelease-staff,Holofoil,129.9,129.95,39.99,,20.0,
Charizard GX SM Promos SM60 holo,v1|306839757301|0,💥 Charizard GX SM60 Promo - Holo Ultra Rare Black Star - Sun & Moon 2017,21.0,,3.95,1d 23h 4m,https://www.ebay.com/itm/306839757301?_skw=Charizard+GX+SM+Promos+SM60+holo&hash=item47711321f5:g:KFoAAeSwGMhpweyK,,148151,https://www.tcgplayer.com/product/148151/pokemon-sm-promos-charizard-gx-sm60,Holofoil,30.0,38.56,42.56,,24.95,
Shining Celebi SM Promos SM79 holo,v1|336493746322|0,Shining Celebi SM79 Sm Holo,20.0,,5.2,1d 19h 29m,https://www.ebay.com/itm/336493746322?_skw=Shining+Celebi+SM+Promos+SM79+holo&hash=item4e58971892:g:Wv4AAeSw9vJptdyy,,148427,https://www.tcgplayer.com/product/148427/pokemon-sm-promos-shining-celebi-sm79,Holofoil,19.99,29.99,28.54,,25.2,
Ash's Pikachu SM Promos SM108,v1|318048682608|0,Pokémon Ash's Pikachu SM108 SM Promo Regular 2017 Basic Card,31.0,,5.0,1d 14h 42m,https://www.ebay.com/itm/318048682608?_skw=Ash%27s+Pikachu+SM+Promos+SM108&hash=item4a0d2dc270:g:QxYAAeSwuAxpwXal,,151973,https://www.tcgplayer.com/product/151973/pokemon-sm-promos-ashs-pikachu-sm108,Normal,24.86,33.0,28.65,,36.0,
Ash's Pikachu SM Promos SM111,v1|117099188417|0,2017 Pokémon Ash's Pikachu SM111,19.99,,5.07,0d 22h 34m,https://www.ebay.com/itm/117099188417?_skw=Ash%27s+Pikachu+SM+Promos+SM111&hash=item1b43a7d0c1:g:P80AAeSwfcVpvfCY,,153995,https://www.tcgplayer.com/product/153995/pokemon-sm-promos-ashs-pikachu-sm111,Normal,30.0,60.0,33.77,,25.06,
